dataset_index,speaker_id,chapter_id,utterance_id,reference,wav_prediction,wav_wer,compressed_prediction,compressed_wer,compression_ratio,dataset,codec,bitrate,delta_sample_wer,wav_substitutions,wav_deletions,wav_insertions,compressed_substitutions,compressed_deletions,compressed_insertions,delta_substitutions,delta_deletions,delta_insertions,wav_correct,compressed_correct,new_error,recovered,worsened,improved,unchanged
2333,8230,279154,21,REMEMBERING HAS TO BE A PRESENT OCCURRENCE IN SOME WAY RESEMBLING OR RELATED TO WHAT IS REMEMBERED,REMEMBERING HAS TO BE A PRESENT OCCURRENCE IN SOME WAY RESEMBLING OR RELATED TO WHAT IS REMEMBERED,0.0,REMEMBERING HOWS TO BE A PRESENT OCCURRENCE IN SOME WAY RESEMBLING OR RELATED TO WHAT IS REMEMBERED,0.0588235294117647,20.795999207763916,test-clean,opus,12k,0.0588235294117647,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
2297,8224,274381,17,HISTORIANS AT LEAST PERHAPS FROM THEIR OWN IGNORANCE AND INEXPERIENCE HAVE NOT REMARKED ANY THING BUT A HEADLONG IMPETUOUS CONDUCT EACH PARTY HURRYING TO A BATTLE WHERE VALOR AND FORTUNE CHIEFLY DETERMINED THE SUCCESS,HISTORIANS AT LEAST PERHAPS FROM THEIR OWN IGNORANCE AND INEXPERIENCE HAVE NOT REMARKED ANY THING BUT A HEADLONG IMPETUOUS CONDUCT EACH PARTY HURRYING TO A BATTLE WHERE VALOR AND FORTUNE CHIEFLY DETERMINED THE SUCCESS,0.0,HISTORIANS AT LEAST PERHAPS FROM THEIR OWN IGNORANCE AND INEXPERIENCE HAVE NOT REMARKED ANYTHING BUT A HEADLONG IMPETUOUS CONDUCT EACH PARTY HURRYING TO A BATTLE WHERE VALOR AND FORTUNE CHIEFLY DETERMINED THE SUCCESS,0.0588235294117647,20.55036023054755,test-clean,opus,12k,0.0588235294117647,0,0,0,1,1,0,1,1,0,True,False,True,False,True,False,False
921,3570,5694,1,THE UTILITY OF CONSUMPTION AS AN EVIDENCE OF WEALTH IS TO BE CLASSED AS A DERIVATIVE GROWTH,THE UTILITY OF CONSUMPTION AS AN EVIDENCE OF WEALTH IS TO BE CLASSED AS A DERIVATIVE GROWTH,0.0,THE UTILITY OF CONSUMPTION AS AN EVIDENCE OF WEALTH IS TO BE CLASSED AS A DERIVITIVE GROWTH,0.0588235294117647,16.076276435713655,test-clean,opus,16k,0.0588235294117647,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
1477,5142,33396,15,AS OUR BOAT FLASHED DOWN THE ROLLERS INTO THE WATER I MADE THIS SONG AND SANG IT,AS OUR BOAT FLASHED DOWN THE ROLLERS INTO THE WATER I MADE THIS SONG AND SANG IT,0.0,AS OUR BOAT FLASHED DOWN THE ROLLERS INTO THE WATER I MADE THE SONG AND SANG IT,0.0588235294117647,30.720837043633125,test-clean,opus,8k,0.0588235294117647,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
720,260,123286,18,I SAW AT THE HAMBURG MUSEUM THE SKELETON OF ONE OF THESE CREATURES THIRTY FEET IN LENGTH,I SAW AT THE HAMBURG MUSEUM THE SKELETON OF ONE OF THESE CREATURES THIRTY FEET IN LENGTH,0.0,I SAW AT THE HAMBERG MUSEUM THE SKELETON OF ONE OF THESE CREATURES THIRTY FEET IN LENGTH,0.0588235294117647,31.60682570085321,test-clean,opus,8k,0.0588235294117647,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
921,3570,5694,1,THE UTILITY OF CONSUMPTION AS AN EVIDENCE OF WEALTH IS TO BE CLASSED AS A DERIVATIVE GROWTH,THE UTILITY OF CONSUMPTION AS AN EVIDENCE OF WEALTH IS TO BE CLASSED AS A DERIVATIVE GROWTH,0.0,THE UTILITY OF CONSUMPTION AS AN EVIDENCE OF WEALTH IS TO BE CLASSED AS A DERIVETIVE GROWTH,0.0588235294117647,15.468539804171987,test-clean,mp3,16k,0.0588235294117647,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
1947,6829,68771,33,SHE ROSE QUICKLY TO HER FEET WITH AN IMPETUOUS GESTURE THAT MADE HER VISITOR CATCH HER BREATH,SHE ROSE QUICKLY TO HER FEET WITH AN IMPETUOUS GESTURE THAT MADE HER VISITOR CATCH HER BREATH,0.0,SHE ROSE QUICKLY TO HER FEET WITH AN IMPETUOUS DRESSURE THAT MADE HER VISITOR CATCH HER BREATH,0.0588235294117647,15.42278794307434,test-clean,mp3,16k,0.0588235294117647,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
2297,8224,274381,17,HISTORIANS AT LEAST PERHAPS FROM THEIR OWN IGNORANCE AND INEXPERIENCE HAVE NOT REMARKED ANY THING BUT A HEADLONG IMPETUOUS CONDUCT EACH PARTY HURRYING TO A BATTLE WHERE VALOR AND FORTUNE CHIEFLY DETERMINED THE SUCCESS,HISTORIANS AT LEAST PERHAPS FROM THEIR OWN IGNORANCE AND INEXPERIENCE HAVE NOT REMARKED ANY THING BUT A HEADLONG IMPETUOUS CONDUCT EACH PARTY HURRYING TO A BATTLE WHERE VALOR AND FORTUNE CHIEFLY DETERMINED THE SUCCESS,0.0,HISTORIANS AT LEAST PERHAPS FROM THEIR OWN IGNORANCE AND INEXPERIENCE HAVE NOT REMARKED ANYTHING BUT A HEADLONG IMPETUOUS CONDUCT EACH PARTY HURRYING TO A BATTLE WHERE VALOR AND FORTUNE CHIEFLY DETERMINED THE SUCCESS,0.0588235294117647,15.811036279482275,test-clean,mp3,16k,0.0588235294117647,0,0,0,1,1,0,1,1,0,True,False,True,False,True,False,False
921,3570,5694,1,THE UTILITY OF CONSUMPTION AS AN EVIDENCE OF WEALTH IS TO BE CLASSED AS A DERIVATIVE GROWTH,THE UTILITY OF CONSUMPTION AS AN EVIDENCE OF WEALTH IS TO BE CLASSED AS A DERIVATIVE GROWTH,0.0,THE UTILITY OF CONSUMPTION AS AN EVIDENCE OF WEALTH IS TO BE CLASSED AS A DERIVITIVE GROWTH,0.0588235294117647,8.376118026740434,test-clean,opus,32k,0.0588235294117647,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
921,3570,5694,1,THE UTILITY OF CONSUMPTION AS AN EVIDENCE OF WEALTH IS TO BE CLASSED AS A DERIVATIVE GROWTH,THE UTILITY OF CONSUMPTION AS AN EVIDENCE OF WEALTH IS TO BE CLASSED AS A DERIVATIVE GROWTH,0.0,THE UTILITY OF CONSUMPTION AS AN EVIDENCE OF WEALTH IS TO BE CLASSED AS A DERIVITIVE GROWTH,0.0588235294117647,20.73713046455884,test-clean,opus,12k,0.0588235294117647,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
1477,5142,33396,15,AS OUR BOAT FLASHED DOWN THE ROLLERS INTO THE WATER I MADE THIS SONG AND SANG IT,AS OUR BOAT FLASHED DOWN THE ROLLERS INTO THE WATER I MADE THIS SONG AND SANG IT,0.0,AS OUR BOAT FLASHED DOWN THE ROLLERS INTO THE WATER I MADE THE SONG AND SANG IT,0.0588235294117647,15.317793317793315,test-clean,mp3,16k,0.0588235294117647,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
720,260,123286,18,I SAW AT THE HAMBURG MUSEUM THE SKELETON OF ONE OF THESE CREATURES THIRTY FEET IN LENGTH,I SAW AT THE HAMBURG MUSEUM THE SKELETON OF ONE OF THESE CREATURES THIRTY FEET IN LENGTH,0.0,I SAW AT THE HAMBERD MUSEUM THE SKELETON OF ONE OF THESE CREATURES THIRTY FEET IN LENGTH,0.0588235294117647,10.36949443016281,test-clean,mp3,24k,0.0588235294117647,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
921,3570,5694,1,THE UTILITY OF CONSUMPTION AS AN EVIDENCE OF WEALTH IS TO BE CLASSED AS A DERIVATIVE GROWTH,THE UTILITY OF CONSUMPTION AS AN EVIDENCE OF WEALTH IS TO BE CLASSED AS A DERIVATIVE GROWTH,0.0,THE UTILITY OF CONSUMPTION AS AN EVIDENCE OF WEALTH IS TO BE CLASSED AS A DERIVITIVE GROWTH,0.0588235294117647,7.809069417580056,test-clean,mp3,32k,0.0588235294117647,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
2551,7975,280085,15,ONE OF THE FELLOWS IN THE OUTER LINE NOT BRAVE ENOUGH HIMSELF TO JOIN THE VOLUNTEERS WHO HAD COME IN TO BEAT US OUT WAS NOT DISPOSED TO BELIEVE IN THE SURRENDER AND HAD HIS GUN LEVELLED ON BOB IN SPITE OF THE HANDKERCHIEF WHICH WAS WAVING AS A FLAG OF TRUCE,ONE OF THE FELLOWS IN THE OUTER LINE NOT BRAVE ENOUGH HIMSELF TO JOIN THE VOLUNTEERS WHO HAD COME IN TO BEAT US OUT WAS NOT DISPOSED TO BELIEVE IN THE SURRENDER AND HAD HIS GUN LEVELLED ON BOB IN SPITE OF THE HANDKERCHIEF WHICH WAS WAVING AS A FLAG OF TRUCE,0.0,ONE OF THE FELLOWS IN THE OUTER LION NOT BRAVE ENOUGH HIMSELF TO JOIN THE VOLUNTEERS WHO HAD COME IN TO BEAT ASOUT WAS NOT DISPOSED TO BELIEVE IN THE SURRENDER AND HAD HIS GUN LEVELLED ON BOB IN SPITE OF THE HANDKERCHIEF WHICH WAS WAVING AS A FLAG OF TRUCE,0.0576923076923076,30.255289039835844,test-other,opus,8k,0.0576923076923076,0,0,0,2,1,0,2,1,0,True,False,True,False,True,False,False
1602,5639,40744,38,JUST AT THE MOMENT WHEN THE TEARS OF THE PITYING BEHOLDERS FLOWED FASTEST AND THEIR EJACULATIONS WERE MOST EXPRESSIVE OF DESPAIR LEOCADIA GAVE SIGNS OF RECOVERY AND BROUGHT BACK GLADNESS TO THE HEARTS OF ALL,JUST AT THE MOMENT WHEN THE TEARS OF THE PITYING BEHOLDERS FLOWED FASTEST AND THEIR EJACULATIONS WERE MOST EXPRESSIVE OF DESPAIR LEOCADIA GAVE SIGNS OF RECOVERY AND BROUGHT BACK GLADNESS TO THE HEARTS OF ALL,0.0,JUST AT THE MOMENT WHEN THE TEARS OF THE PITYING BEHOLDERS FLOWED FASTEST AND THEIR EJACULATIONS WERE MOST EXPRESSIVE OF DESPAIR LE OCADIA GAVE SIGNS OF RECOVERY AND BROUGHT BACK GLADNESS TO THE HEARTS OF ALL,0.0571428571428571,7.914099876364027,test-clean,mp3,32k,0.0571428571428571,0,0,0,1,0,1,1,0,1,True,False,True,False,True,False,False
1602,5639,40744,38,JUST AT THE MOMENT WHEN THE TEARS OF THE PITYING BEHOLDERS FLOWED FASTEST AND THEIR EJACULATIONS WERE MOST EXPRESSIVE OF DESPAIR LEOCADIA GAVE SIGNS OF RECOVERY AND BROUGHT BACK GLADNESS TO THE HEARTS OF ALL,JUST AT THE MOMENT WHEN THE TEARS OF THE PITYING BEHOLDERS FLOWED FASTEST AND THEIR EJACULATIONS WERE MOST EXPRESSIVE OF DESPAIR LEOCADIA GAVE SIGNS OF RECOVERY AND BROUGHT BACK GLADNESS TO THE HEARTS OF ALL,0.0,JUST AT THE MOMENT WHEN THE TEARS OF THE PITYING BEHOLDERS FLOWED FASTEST AND THEIR EJACULATIONS WERE MOST EXPRESSIVE OF DESPAIR THE OCADIA GAVE SIGNS OF RECOVERY AND BROUGHT BACK GLADNESS TO THE HEARTS OF ALL,0.0571428571428571,10.53797151241858,test-clean,mp3,24k,0.0571428571428571,0,0,0,1,0,1,1,0,1,True,False,True,False,True,False,False
1602,5639,40744,38,JUST AT THE MOMENT WHEN THE TEARS OF THE PITYING BEHOLDERS FLOWED FASTEST AND THEIR EJACULATIONS WERE MOST EXPRESSIVE OF DESPAIR LEOCADIA GAVE SIGNS OF RECOVERY AND BROUGHT BACK GLADNESS TO THE HEARTS OF ALL,JUST AT THE MOMENT WHEN THE TEARS OF THE PITYING BEHOLDERS FLOWED FASTEST AND THEIR EJACULATIONS WERE MOST EXPRESSIVE OF DESPAIR LEOCADIA GAVE SIGNS OF RECOVERY AND BROUGHT BACK GLADNESS TO THE HEARTS OF ALL,0.0,JUST AT THE MOMENT WHEN THE TEARS OF THE PITYING BEHOLDERS FLOWED FASTEST AND THEIR EJACULATIONS WERE MOST EXPRESSIVE OF DESPAIR THE OCADIA GAVE SIGNS OF RECOVERY AND BROUGHT BACK GLADNESS TO THE HEARTS OF ALL,0.0571428571428571,32.08470143832631,test-clean,opus,8k,0.0571428571428571,0,0,0,1,0,1,1,0,1,True,False,True,False,True,False,False
1602,5639,40744,38,JUST AT THE MOMENT WHEN THE TEARS OF THE PITYING BEHOLDERS FLOWED FASTEST AND THEIR EJACULATIONS WERE MOST EXPRESSIVE OF DESPAIR LEOCADIA GAVE SIGNS OF RECOVERY AND BROUGHT BACK GLADNESS TO THE HEARTS OF ALL,JUST AT THE MOMENT WHEN THE TEARS OF THE PITYING BEHOLDERS FLOWED FASTEST AND THEIR EJACULATIONS WERE MOST EXPRESSIVE OF DESPAIR LEOCADIA GAVE SIGNS OF RECOVERY AND BROUGHT BACK GLADNESS TO THE HEARTS OF ALL,0.0,JUST AT THE MOMENT WHEN THE TEARS OF THE PITYING BEHOLDERS FLOWED FASTEST AND THEIR EJACULATIONS WERE MOST EXPRESSIVE OF DESPAIR THE OCADIA GAVE SIGNS OF RECOVERY AND BROUGHT BACK GLADNESS TO THE HEARTS OF ALL,0.0571428571428571,16.178681318681317,test-clean,opus,16k,0.0571428571428571,0,0,0,1,0,1,1,0,1,True,False,True,False,True,False,False
1602,5639,40744,38,JUST AT THE MOMENT WHEN THE TEARS OF THE PITYING BEHOLDERS FLOWED FASTEST AND THEIR EJACULATIONS WERE MOST EXPRESSIVE OF DESPAIR LEOCADIA GAVE SIGNS OF RECOVERY AND BROUGHT BACK GLADNESS TO THE HEARTS OF ALL,JUST AT THE MOMENT WHEN THE TEARS OF THE PITYING BEHOLDERS FLOWED FASTEST AND THEIR EJACULATIONS WERE MOST EXPRESSIVE OF DESPAIR LEOCADIA GAVE SIGNS OF RECOVERY AND BROUGHT BACK GLADNESS TO THE HEARTS OF ALL,0.0,JUST AT THE MOMENT WHEN THE TEARS OF THE PITYING BEHOLDERS FLOWED FASTEST AND THEIR EJACULATIONS WERE MOST EXPRESSIVE OF DESPAIR THE OCADIA GAVE SIGNS OF RECOVERY AND BROUGHT BACK GLADNESS TO THE HEARTS OF ALL,0.0571428571428571,15.764642895384943,test-clean,mp3,16k,0.0571428571428571,0,0,0,1,0,1,1,0,1,True,False,True,False,True,False,False
1337,4970,29095,32,BUT PHILIP IS HONEST AND HE HAS TALENT ENOUGH IF HE WILL STOP SCRIBBLING TO MAKE HIS WAY,BUT PHILIP IS HONEST AND HE HAS TALENT ENOUGH IF HE WILL STOP SCRIBBLING TO MAKE HIS WAY,0.0,BUT FILLIP IS HONEST AND HE HAS TALENT ENOUGH IF HE WILL STOP SCRIBBLING TO MAKE HIS WAY,0.0555555555555555,32.55854746884136,test-clean,opus,8k,0.0555555555555555,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
562,2094,142345,51,NO THANK YOU I'LL JUST LOOK AT THE WHELPS AND LEAVE A MESSAGE ABOUT THEM WITH YOUR SHEPHERD,NO THANK YOU I'LL JUST LOOK AT THE WHELPS AND LEAVE A MESSAGE ABOUT THEM WITH YOUR SHEPHERD,0.0,NO THANK YOU I'LL JUST LOOK AT THE WHELTZ AND LEAVE A MESSAGE ABOUT THEM WITH YOUR SHEPHERD,0.0555555555555555,31.41130820399113,test-clean,opus,8k,0.0555555555555555,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
24,1688,142285,24,PAPA I DO THINK MISTER THORNTON A VERY REMARKABLE MAN BUT PERSONALLY I DON'T LIKE HIM AT ALL,PAPA I DO THINK MISTER THORNTON A VERY REMARKABLE MAN BUT PERSONALLY I DON'T LIKE HIM AT ALL,0.0,PAPA I DO THINK MISTER THORNTON A VERY REMARKABLE MAN BUT PERSMY I DON'T LIKE HIM AT ALL,0.0555555555555555,10.474354786017642,test-other,mp3,24k,0.0555555555555555,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
336,1580,141083,2,MY FRIEND'S TEMPER HAD NOT IMPROVED SINCE HE HAD BEEN DEPRIVED OF THE CONGENIAL SURROUNDINGS OF BAKER STREET,MY FRIEND'S TEMPER HAD NOT IMPROVED SINCE HE HAD BEEN DEPRIVED OF THE CONGENIAL SURROUNDINGS OF BAKER STREET,0.0,MY FRIEND'S TEMPER HAD NOT IMPROVED SINCE HE HAD BEEN DEPRIVED OF THE CONGENIAL SURROUNDINGS AT BAKER STREET,0.0555555555555555,32.00749674054759,test-clean,opus,8k,0.0555555555555555,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
24,1688,142285,24,PAPA I DO THINK MISTER THORNTON A VERY REMARKABLE MAN BUT PERSONALLY I DON'T LIKE HIM AT ALL,PAPA I DO THINK MISTER THORNTON A VERY REMARKABLE MAN BUT PERSONALLY I DON'T LIKE HIM AT ALL,0.0,PAPA I DO THINK MISTER THORNTON A VERY REMARKABLE MAN BUT PERSMY I DON'T LIKE HIM AT ALL,0.0555555555555555,19.85126582278481,test-other,opus,12k,0.0555555555555555,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
336,1580,141083,2,MY FRIEND'S TEMPER HAD NOT IMPROVED SINCE HE HAD BEEN DEPRIVED OF THE CONGENIAL SURROUNDINGS OF BAKER STREET,MY FRIEND'S TEMPER HAD NOT IMPROVED SINCE HE HAD BEEN DEPRIVED OF THE CONGENIAL SURROUNDINGS OF BAKER STREET,0.0,MY FRIEND'S TEMPER HAD NOT IMPROVED SINCE HE HAD BEEN DEPRIVED OF THE CONGENIAL SURROUNDINGS AT BAKER STREET,0.0555555555555555,21.257495399935056,test-clean,opus,12k,0.0555555555555555,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
24,1688,142285,24,PAPA I DO THINK MISTER THORNTON A VERY REMARKABLE MAN BUT PERSONALLY I DON'T LIKE HIM AT ALL,PAPA I DO THINK MISTER THORNTON A VERY REMARKABLE MAN BUT PERSONALLY I DON'T LIKE HIM AT ALL,0.0,PAPA I DO THINK MISTER THORNTON A VERY REMARKABLE MAN BUT PERSONALY I DON'T LIKE HIM AT ALL,0.0555555555555555,8.177227386080254,test-other,opus,32k,0.0555555555555555,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
2287,8224,274381,7,BY QUICK MARCHES THROUGH THESE INACCESSIBLE MOUNTAINS THAT GENERAL FREED HIMSELF FROM THE SUPERIOR FORCES OF THE COVENANTERS,BY QUICK MARCHES THROUGH THESE INACCESSIBLE MOUNTAINS THAT GENERAL FREED HIMSELF FROM THE SUPERIOR FORCES OF THE COVENANTERS,0.0,BY QUICK MARCHES THROUGH THESE INACCESSIBLE MOUNTAINS THAT GENERAL FREED HIMSELF FROM THE SUPERIOR FORCES OF THE COVEANTERS,0.0555555555555555,15.669045191980972,test-clean,mp3,16k,0.0555555555555555,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
562,2094,142345,51,NO THANK YOU I'LL JUST LOOK AT THE WHELPS AND LEAVE A MESSAGE ABOUT THEM WITH YOUR SHEPHERD,NO THANK YOU I'LL JUST LOOK AT THE WHELPS AND LEAVE A MESSAGE ABOUT THEM WITH YOUR SHEPHERD,0.0,NO THANK YOU I'LL JUST LOOK AT THE WHELPS AND LEAVE A MESSAGE ABOUT THEM WITH YOUR SHEPHARD,0.0555555555555555,7.78914089347079,test-clean,mp3,32k,0.0555555555555555,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
1103,4077,13754,7,WE BELIEVE IN A LITERAL RESURRECTION AND AN ACTUAL HEREAFTER IN WHICH FUTURE STATE SHALL BE RECOGNIZED EVERY SANCTIFIED AND AUTHORIZED RELATIONSHIP EXISTING HERE ON EARTH OF PARENT AND CHILD BROTHER AND SISTER HUSBAND AND WIFE,WE BELIEVE IN A LITERAL RESURRECTION AND AN ACTUAL HEREAFTER IN WHICH FUTURE STATE SHALL BE RECOGNIZED EVERY SANCTIFIED AND AUTHORIZED RELATIONSHIP EXISTING HERE ON EARTH OF PARENT AND CHILD BROTHER AND SISTER HUSBAND AND WIFE,0.0,WE BELIEVE IN A LITERAL RESURRECTION AND AN ACTUAL HEREAFTER IN WHICH FUTURE STATES SHALL BE RECOGNIZED EVERY SANCTIFIED AND AUTHORIZED RELATIONSHIP EXISTING HERE ON EARTH OF PARENT AND CHILD BROTHER AND SISTER USBAND AND WIFE,0.0555555555555555,31.378030782205357,test-clean,opus,8k,0.0555555555555555,0,0,0,2,0,0,2,0,0,True,False,True,False,True,False,False
2,1089,134686,2,AFTER EARLY NIGHTFALL THE YELLOW LAMPS WOULD LIGHT UP HERE AND THERE THE SQUALID QUARTER OF THE BROTHELS,AFTER EARLY NIGHTFALL THE YELLOW LAMPS WOULD LIGHT UP HERE AND THERE THE SQUALID QUARTER OF THE BROTHELS,0.0,AFTER EARLY NIGHTFALL THE YELLOW LAMPS WOULD LIGHT UP HERE AND THERE THE SQUALID QUARTER OF THE BROPHELS,0.0555555555555555,15.492585287457082,test-clean,mp3,16k,0.0555555555555555,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
24,1688,142285,24,PAPA I DO THINK MISTER THORNTON A VERY REMARKABLE MAN BUT PERSONALLY I DON'T LIKE HIM AT ALL,PAPA I DO THINK MISTER THORNTON A VERY REMARKABLE MAN BUT PERSONALLY I DON'T LIKE HIM AT ALL,0.0,PAPA I DO THINK MISTER THORNTON A VERY REMARKABLE MAN BUT PERSONALY I DON'T LIKE HIM AT ALL,0.0555555555555555,3.942210746342063,test-other,mp3,64k,0.0555555555555555,0,0,0,1,0,0,1,0,0,True,False,True,False,True,False,False
2063,7021,85628,3,NOW THIS KNIFE WAS A SPLENDID ONE THOUGH HALF THE BLADE WAS GONE AND THE HANDLE WAS A LITTLE CRACKED AND ANDERS KNEW THAT ONE IS ALMOST A MAN AS SOON AS ONE HAS A JACK KNIFE,NOW THIS KNIFE WAS A SPLENDID ONE THOUGH HALF THE BLADE WAS GONE AND THE HANDLE WAS A LITTLE CRACKED AND ANDERS KNEW THAT ONE IS ALMOST A MAN AS SOON AS ONE HAS A JACK KNIFE,0.0,NOW THIS KNIFE WAS A SPLENDID ONE  THOUGH HALF THE BLADE WAS GONE AND THE HANDLE WAS A LITTLE CRACKED AND ANDERS KNEW THAT ONE IS ALMOST A MAN AS SOON AS ONE HAS A JACKKNIFE,0.054054054054054,15.801543478962834,test-clean,mp3,16k,0.054054054054054,0,0,0,1,1,0,1,1,0,True,False,True,False,True,False,False
2063,7021,85628,3,NOW THIS KNIFE WAS A SPLENDID ONE THOUGH HALF THE BLADE WAS GONE AND THE HANDLE WAS A LITTLE CRACKED AND ANDERS KNEW THAT ONE IS ALMOST A MAN AS SOON AS ONE HAS A JACK KNIFE,NOW THIS KNIFE WAS A SPLENDID ONE THOUGH HALF THE BLADE WAS GONE AND THE HANDLE WAS A LITTLE CRACKED AND ANDERS KNEW THAT ONE IS ALMOST A MAN AS SOON AS ONE HAS A JACK KNIFE,0.0,NOW THIS KNIFE WAS A SPLENDID ONE THOUGH HALF THE BLADE WAS GONE AND THE HANDLE WAS A LITTLE CRACKED AND ANDERS KNEW THAT ONE IS ALMOST A MAN AS SOON AS ONE HAS A JACKKNIFE,0.054054054054054,7.929577236562799,test-clean,mp3,32k,0.054054054054054,0,0,0,1,1,0,1,1,0,True,False,True,False,True,False,False
2063,7021,85628,3,NOW THIS KNIFE WAS A SPLENDID ONE THOUGH HALF THE BLADE WAS GONE AND THE HANDLE WAS A LITTLE CRACKED AND ANDERS KNEW THAT ONE IS ALMOST A MAN AS SOON AS ONE HAS A JACK KNIFE,NOW THIS KNIFE WAS A SPLENDID ONE THOUGH HALF THE BLADE WAS GONE AND THE HANDLE WAS A LITTLE CRACKED AND ANDERS KNEW THAT ONE IS ALMOST A MAN AS SOON AS ONE HAS A JACK KNIFE,0.0,NOW THIS KNIFE WAS A SPLENDID ONE THOUGH HALF THE BLADE WAS GONE AND THE HANDLE WAS A LITTLE CRACKED AND ANDERS KNEW THAT ONE IS ALMOST A MAN AS SOON AS ONE HAS A JACKKNIFE,0.054054054054054,7.986649693171432,test-clean,opus,32k,0.054054054054054,0,0,0,1,1,0,1,1,0,True,False,True,False,True,False,False
2063,7021,85628,3,NOW THIS KNIFE WAS A SPLENDID ONE THOUGH HALF THE BLADE WAS GONE AND THE HANDLE WAS A LITTLE CRACKED AND ANDERS KNEW THAT ONE IS ALMOST A MAN AS SOON AS ONE HAS A JACK KNIFE,NOW THIS KNIFE WAS A SPLENDID ONE THOUGH HALF THE BLADE WAS GONE AND THE HANDLE WAS A LITTLE CRACKED AND ANDERS KNEW THAT ONE IS ALMOST A MAN AS SOON AS ONE HAS A JACK KNIFE,0.0,NOW THIS KNIFE WAS A SPLENDID ONE THOUGH HALF THE BLADE WAS GONE AND THE HANDLE WAS A LITTLE CRACKED AND ANDERS KNEW THAT ONE IS ALMOST A MAN AS SOON AS ONE HAS A JACKKNIFE,0.054054054054054,21.21555536287176,test-clean,opus,12k,0.054054054054054,0,0,0,1,1,0,1,1,0,True,False,True,False,True,False,False
2063,7021,85628,3,NOW THIS KNIFE WAS A SPLENDID ONE THOUGH HALF THE BLADE WAS GONE AND THE HANDLE WAS A LITTLE CRACKED AND ANDERS KNEW THAT ONE IS ALMOST A MAN AS SOON AS ONE HAS A JACK KNIFE,NOW THIS KNIFE WAS A SPLENDID ONE THOUGH HALF THE BLADE WAS GONE AND THE HANDLE WAS A LITTLE CRACKED AND ANDERS KNEW THAT ONE IS ALMOST A MAN AS SOON AS ONE HAS A JACK KNIFE,0.0,NOW THIS KNIFE WAS A SPLENDID ONE THOUGH HALF THE BLADE WAS GONE AND THE HANDLE WAS A LITTLE CRACKED AND ANDERS KNEW THAT ONE IS ALMOST A MAN AS SOON AS ONE HAS A JACKKNIFE,0.054054054054054,3.5356193283625226,test-clean,opus,64k,0.054054054054054,0,0,0,1,1,0,1,1,0,True,False,True,False,True,False,False
2063,7021,85628,3,NOW THIS KNIFE WAS A SPLENDID ONE THOUGH HALF THE BLADE WAS GONE AND THE HANDLE WAS A LITTLE CRACKED AND ANDERS KNEW THAT ONE IS ALMOST A MAN AS SOON AS ONE HAS A JACK KNIFE,NOW THIS KNIFE WAS A SPLENDID ONE THOUGH HALF THE BLADE WAS GONE AND THE HANDLE WAS A LITTLE CRACKED AND ANDERS KNEW THAT ONE IS ALMOST A MAN AS SOON AS ONE HAS A JACK KNIFE,0.0,NOW THIS KNIFE WAS A SPLENDID ONE THOUGH HALF THE BLADE WAS GONE AND THE HANDLE WAS A LITTLE CRACKED AND ANDERS KNEW THAT ONE IS ALMOST A MAN AS SOON AS ONE HAS A JACKKNIFE,0.054054054054054,16.090421859073423,test-clean,opus,16k,0.054054054054054,0,0,0,1,1,0,1,1,0,True,False,True,False,True,False,False
